age,sex,race,marital_status,relationship,functional_weight,education,workclass,occupation,capital_gain,capital_loss,hours_per_week,country_name,target
23, Male, White, Never-married, Own-child,120046, Assoc-acdm, Private, Adm-clerical,0,0,40, United-States,0
19, Female, White, Never-married, Own-child,45381, Some-college, Private, Adm-clerical,0,0,8, United-States,0
90, Male, Asian-Pac-Islander, Never-married, Not-in-family,52386, Bachelors, Private, Prof-specialty,0,0,40, United-States,0
43, Male, White, Married-civ-spouse, Husband,74581, HS-grad, Private, Craft-repair,0,0,48, United-States,1
66, Male, White, Married-civ-spouse, Husband,216856, Masters, Private, Sales,0,0,50, United-States,0
19, Female, White, Never-married, Not-in-family,298891, 11th, Private, Sales,0,0,40, Honduras,0
26, Male, White, Never-married, Own-child,58371, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
23, Male, Asian-Pac-Islander, Never-married, Own-child,239539, HS-grad, Private, Machine-op-inspct,0,0,40, Philippines,0
18, Male, White, Never-married, Own-child,232082, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
28, Male, White, Never-married, Not-in-family,233275, Bachelors, Private, Prof-specialty,0,0,45, United-States,0
28, Female, White, Never-married, Own-child,153475, Bachelors, Private, Adm-clerical,0,0,16, El-Salvador,0
45, Male, White, Never-married, Not-in-family,371886, Bachelors, Private, Prof-specialty,0,0,46, United-States,0
57, Male, White, Married-civ-spouse, Husband,183810, Some-college, Private, Prof-specialty,0,0,40, United-States,1
37, Male, Black, Married-civ-spouse, Husband,247750, Assoc-voc, Local-gov, Protective-serv,0,0,40, United-States,0
36, Male, White, Never-married, Not-in-family,184456, Bachelors, Self-emp-inc, Tech-support,27828,0,55, United-States,1
33, Female, White, Widowed, Unmarried,147921, HS-grad, Local-gov, Other-service,0,0,40, United-States,0
46, Male, White, Married-civ-spouse, Husband,27802, Assoc-acdm, State-gov, Tech-support,0,0,38, United-States,1
68, Male, White, Married-civ-spouse, Husband,117236, Bachelors, Private, Exec-managerial,20051,0,45, United-States,1
39, Male, Black, Separated, Not-in-family,272166, Bachelors, Local-gov, Prof-specialty,0,0,30, United-States,0
58, Female, White, Widowed, Not-in-family,202652, HS-grad, Private, Adm-clerical,0,0,37, United-States,0
22, Male, White, Married-civ-spouse, Own-child,43646, HS-grad, Private, Craft-repair,0,0,40, United-States,0
55, Male, White, Married-civ-spouse, Husband,101338, 10th, Private, Craft-repair,0,0,40, United-States,0
51, Male, White, Married-civ-spouse, Husband,111939, HS-grad, Self-emp-not-inc, Transport-moving,0,0,35, United-States,1
69, Male, White, Married-civ-spouse, Husband,168794, 7th-8th, ?, ?,0,0,48, United-States,0
41, Female, White, Divorced, Not-in-family,26669, Some-college, Local-gov, Exec-managerial,0,0,40, United-States,0
27, Male, White, Married-civ-spouse, Husband,38353, Assoc-voc, Private, Sales,0,0,60, United-States,0
25, Male, Amer-Indian-Eskimo, Never-married, Own-child,194897, HS-grad, Private, Sales,6849,0,40, United-States,0
34, Male, White, Married-civ-spouse, Husband,106742, HS-grad, Private, Craft-repair,0,0,45, United-States,0
32, Male, White, Married-civ-spouse, Husband,183811, HS-grad, Private, Handlers-cleaners,2829,0,40, United-States,0
29, Male, Black, Married-civ-spouse, Husband,220656, Bachelors, Local-gov, Exec-managerial,0,0,40, United-States,1
56, Male, White, Married-civ-spouse, Husband,425497, Assoc-acdm, ?, ?,0,0,20, United-States,0
28, Male, White, Married-civ-spouse, Husband,336951, HS-grad, Private, Exec-managerial,0,0,50, United-States,1
19, Female, White, Never-married, Own-child,164585, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
27, Male, White, Never-married, Unmarried,206903, Bachelors, Private, Handlers-cleaners,0,0,35, United-States,0
72, Female, Black, Divorced, Not-in-family,426562, 11th, Private, Other-service,0,0,35, United-States,0
19, Male, White, Never-married, Own-child,36012, HS-grad, Self-emp-not-inc, Craft-repair,0,0,40, United-States,0
57, Female, Black, Widowed, Unmarried,220871, 7th-8th, Private, Machine-op-inspct,0,0,40, United-States,0
25, Male, White, Married-civ-spouse, Husband,476334, Some-college, Private, Craft-repair,0,0,40, United-States,0
42, Male, White, Married-civ-spouse, Husband,175515, HS-grad, Private, Craft-repair,0,0,40, United-States,0
23, Male, White, Never-married, Not-in-family,165474, Some-college, Private, Craft-repair,0,0,40, United-States,0
61, Male, White, Married-civ-spouse, Husband,147845, 7th-8th, Private, Transport-moving,0,0,31, United-States,0
30, Male, White, Never-married, Not-in-family,303990, HS-grad, Private, Transport-moving,0,0,60, United-States,0
26, Male, White, Separated, Own-child,290213, Some-college, Private, Farming-fishing,0,0,40, United-States,0
43, Male, White, Separated, Unmarried,180985, Bachelors, Self-emp-not-inc, Craft-repair,0,0,35, United-States,0
53, Female, White, Never-married, Unmarried,177212, Some-college, Federal-gov, Prof-specialty,0,0,40, United-States,0
49, Female, Black, Divorced, Not-in-family,116892, Bachelors, Local-gov, Prof-specialty,0,0,40, United-States,0
34, Female, White, Married-civ-spouse, Wife,287737, Some-college, Private, Exec-managerial,0,1485,40, United-States,1
35, Male, White, Divorced, Not-in-family,133454, 10th, Private, Machine-op-inspct,0,0,50, United-States,0
51, Female, White, Divorced, Unmarried,77905, Assoc-voc, State-gov, Prof-specialty,0,0,40, United-States,0
41, Male, White, Married-civ-spouse, Husband,34987, Some-college, Self-emp-inc, Farming-fishing,0,0,54, United-States,1
41, Male, White, Married-spouse-absent, Not-in-family,160837, 11th, Private, Machine-op-inspct,0,0,40, Guatemala,0
36, Male, White, Married-civ-spouse, Husband,76417, HS-grad, Private, Craft-repair,0,0,52, United-States,0
28, Female, White, Never-married, Not-in-family,124680, Bachelors, Private, Exec-managerial,6849,0,60, United-States,0
61, Male, White, Married-civ-spouse, Husband,135285, HS-grad, ?, ?,0,2603,32, United-States,0
42, Female, White, Divorced, Unmarried,97277, Masters, Local-gov, Prof-specialty,0,0,40, United-States,0
18, Male, White, Never-married, Own-child,242893, 11th, Private, Craft-repair,0,0,35, United-States,0
29, Male, White, Never-married, Not-in-family,177651, Some-college, Private, Exec-managerial,0,0,45, United-States,0
44, Male, Black, Divorced, Not-in-family,215479, HS-grad, Private, Transport-moving,0,0,20, Haiti,0
26, Female, Asian-Pac-Islander, Never-married, Not-in-family,306225, Bachelors, Private, Exec-managerial,0,0,40, Poland,0
37, Female, Black, Married-spouse-absent, Unmarried,249720, Assoc-voc, Private, Sales,0,0,32, United-States,0
36, Male, White, Married-civ-spouse, Husband,298717, HS-grad, Local-gov, Exec-managerial,0,0,40, United-States,0
43, Female, White, Widowed, Not-in-family,152569, Assoc-voc, ?, ?,0,2339,36, United-States,0
31, Male, White, Never-married, Unmarried,381153, Some-college, Private, Exec-managerial,0,0,60, United-States,0
51, Male, White, Married-civ-spouse, Husband,159755, HS-grad, Private, Craft-repair,0,0,20, United-States,0
32, Male, White, Never-married, Other-relative,375833, 11th, Private, Craft-repair,0,0,40, United-States,0
17, Male, White, Never-married, Own-child,210547, 10th, ?, ?,0,0,40, United-States,0
64, Male, White, Married-civ-spouse, Husband,388594, Prof-school, Federal-gov, Prof-specialty,15024,0,45, ?,1
31, Female, White, Divorced, Unmarried,25216, Bachelors, Private, Exec-managerial,0,0,40, United-States,0
19, Female, White, Never-married, Not-in-family,188568, Some-college, Private, Priv-house-serv,0,0,40, United-States,0
47, Male, White, Married-civ-spouse, Husband,39986, Bachelors, Local-gov, Prof-specialty,0,0,40, United-States,0
23, Female, White, Never-married, Own-child,85088, Some-college, Private, Other-service,0,0,37, United-States,0
24, Male, White, Never-married, Not-in-family,172496, Bachelors, Private, Tech-support,0,0,55, United-States,0
24, Male, White, Never-married, Not-in-family,195808, HS-grad, Local-gov, Protective-serv,0,0,40, United-States,0
32, Male, White, Married-civ-spouse, Husband,111363, Prof-school, State-gov, Prof-specialty,0,0,75, United-States,1
53, Male, White, Married-civ-spouse, Husband,152810, Masters, Private, Exec-managerial,0,1977,55, United-States,1
27, Female, White, Never-married, Not-in-family,284741, Some-college, Private, Sales,0,0,30, United-States,0
22, Male, White, Never-married, Not-in-family,137876, Some-college, Private, Protective-serv,0,0,20, United-States,0
37, Female, Black, Never-married, Unmarried,448337, HS-grad, Federal-gov, Exec-managerial,0,0,40, United-States,0
30, Female, White, Divorced, Unmarried,263150, HS-grad, Private, Machine-op-inspct,0,0,20, United-States,0
41, Male, White, Married-civ-spouse, Husband,185267, Bachelors, Private, Prof-specialty,0,0,40, United-States,0
37, Male, White, Married-civ-spouse, Husband,49626, Assoc-voc, Private, Tech-support,0,0,43, United-States,0
40, Male, White, Divorced, Own-child,204046, 10th, Private, Transport-moving,0,0,40, United-States,0
32, Female, White, Married-civ-spouse, Wife,194981, HS-grad, Private, Tech-support,0,0,36, United-States,0
34, Female, White, Married-civ-spouse, Wife,190040, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
35, Female, White, Married-civ-spouse, Wife,145704, HS-grad, Private, Prof-specialty,3942,0,35, United-States,0
46, Male, Black, Married-civ-spouse, Husband,154405, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
55, Male, White, Married-civ-spouse, Husband,178644, 9th, Private, Craft-repair,0,0,55, United-States,0
68, Female, White, Divorced, Other-relative,144137, Some-college, Private, Priv-house-serv,0,0,30, United-States,0
59, Male, White, Married-civ-spouse, Husband,186385, 10th, Private, Machine-op-inspct,0,0,40, United-States,0
30, Male, White, Married-civ-spouse, Husband,288419, 5th-6th, ?, ?,0,0,40, Mexico,0
55, Female, White, Divorced, Not-in-family,143030, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
40, Male, White, Never-married, Not-in-family,147372, Some-college, Local-gov, Protective-serv,0,2444,40, United-States,1
35, Female, White, Married-civ-spouse, Wife,119421, Bachelors, State-gov, Exec-managerial,0,0,35, United-States,1
31, Male, White, Married-civ-spouse, Husband,373432, Bachelors, State-gov, Prof-specialty,7298,0,55, United-States,1
36, Male, White, Married-civ-spouse, Husband,198237, Bachelors, Private, Prof-specialty,15024,0,50, United-States,1
43, Male, White, Married-civ-spouse, Husband,137722, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
54, Male, White, Divorced, Not-in-family,154785, Bachelors, Self-emp-not-inc, Exec-managerial,0,0,50, United-States,0
64, Female, White, Married-civ-spouse, Wife,132832, HS-grad, Self-emp-inc, Adm-clerical,20051,0,40, ?,1
37, Male, White, Married-civ-spouse, Husband,35330, HS-grad, Self-emp-not-inc, Other-service,0,0,42, United-States,0
35, Male, White, Never-married, Not-in-family,140854, HS-grad, Self-emp-inc, Transport-moving,0,0,60, United-States,0
44, Male, White, Married-civ-spouse, Husband,194924, HS-grad, Private, Sales,0,0,35, United-States,1
54, Male, White, Divorced, Not-in-family,71344, Masters, Self-emp-not-inc, Prof-specialty,0,0,50, United-States,1
32, Male, White, Married-civ-spouse, Husband,209538, Masters, Private, Exec-managerial,0,0,55, United-States,1
18, Female, White, Never-married, Own-child,137363, Some-college, ?, ?,0,0,30, United-States,0
45, Male, White, Married-civ-spouse, Husband,233511, Bachelors, Private, Exec-managerial,0,1977,60, United-States,1
19, Male, White, Never-married, Own-child,229431, Some-college, Private, Prof-specialty,0,0,11, United-States,0
35, Male, White, Divorced, Not-in-family,335777, Some-college, Private, Exec-managerial,0,0,40, Mexico,0
46, Male, White, Married-civ-spouse, Husband,237731, Assoc-voc, Private, Adm-clerical,0,0,40, United-States,0
29, Female, White, Never-married, Not-in-family,146719, HS-grad, Private, Transport-moving,0,0,45, United-States,0
34, Male, White, Married-civ-spouse, Husband,62463, Some-college, Local-gov, Transport-moving,0,1579,40, United-States,0
19, Female, White, Never-married, Own-child,211553, Some-college, ?, ?,0,0,35, United-States,0
22, Male, White, Never-married, Not-in-family,445758, 5th-6th, Private, Handlers-cleaners,0,0,40, Mexico,0
36, Male, White, Never-married, Own-child,135162, HS-grad, Private, Sales,0,0,45, ?,0
60, Male, White, Married-civ-spouse, Husband,338345, HS-grad, Private, Craft-repair,0,0,45, United-States,1
57, Female, White, Divorced, Unmarried,19520, Doctorate, State-gov, Prof-specialty,0,0,50, United-States,0
18, Female, White, Never-married, Own-child,365683, HS-grad, Private, Adm-clerical,0,0,16, United-States,0
42, Male, White, Married-civ-spouse, Husband,37937, Assoc-voc, Private, Other-service,0,0,45, United-States,0
42, Female, White, Married-spouse-absent, Not-in-family,193537, 7th-8th, Local-gov, Other-service,0,0,35, Puerto-Rico,0
28, Male, White, Never-married, Unmarried,77760, HS-grad, Private, Other-service,0,0,40, United-States,0
51, Male, White, Married-civ-spouse, Husband,55500, 12th, Private, Transport-moving,0,0,40, United-States,0
26, Female, White, Never-married, Not-in-family,132749, Bachelors, ?, ?,0,0,80, United-States,0
41, Male, White, Married-civ-spouse, Husband,208470, HS-grad, Private, Exec-managerial,0,0,40, United-States,1
31, Male, White, Married-civ-spouse, Husband,113364, HS-grad, Private, Craft-repair,0,0,40, United-States,1
26, Male, White, Married-civ-spouse, Husband,161007, Assoc-voc, Private, Handlers-cleaners,0,0,80, United-States,0
35, Male, White, Married-civ-spouse, Husband,182898, HS-grad, Federal-gov, Adm-clerical,0,0,40, United-States,0
50, Female, White, Divorced, Not-in-family,117791, HS-grad, Local-gov, Adm-clerical,0,0,40, United-States,0
44, Male, White, Never-married, Not-in-family,178510, Some-college, Self-emp-inc, Sales,0,2258,60, United-States,0
51, Female, White, Married-civ-spouse, Wife,268639, Some-college, Self-emp-not-inc, Prof-specialty,0,2057,60, Canada,0
67, Male, White, Married-civ-spouse, Husband,180539, HS-grad, Private, Sales,0,0,10, United-States,0
34, Male, White, Never-married, Not-in-family,174463, Assoc-voc, Self-emp-not-inc, Farming-fishing,0,0,50, United-States,0
33, Male, White, Married-civ-spouse, Husband,150154, HS-grad, Private, Craft-repair,0,0,40, United-States,0
59, Male, White, Married-civ-spouse, Husband,325732, HS-grad, Self-emp-not-inc, Exec-managerial,0,1902,52, United-States,1
39, Female, White, Married-civ-spouse, Wife,170382, Masters, Local-gov, Prof-specialty,0,0,50, England,1
46, Female, White, Married-civ-spouse, Wife,180010, Bachelors, Local-gov, Prof-specialty,0,0,40, United-States,1
38, Female, White, Divorced, Unmarried,680390, HS-grad, Private, Adm-clerical,0,0,20, United-States,0
42, Female, White, Married-civ-spouse, Wife,246011, Bachelors, Private, Prof-specialty,0,0,55, United-States,0
31, Male, Black, Married-spouse-absent, Not-in-family,591711, Some-college, Private, Transport-moving,0,0,40, ?,0
37, Male, White, Married-civ-spouse, Husband,323155, 1st-4th, Private, Farming-fishing,0,0,85, Mexico,0
46, Female, Amer-Indian-Eskimo, Married-civ-spouse, Wife,320124, HS-grad, Self-emp-inc, Exec-managerial,15024,0,40, United-States,1
49, Male, White, Divorced, Own-child,206577, Some-college, State-gov, Adm-clerical,0,0,40, United-States,0
20, Female, Black, Never-married, Other-relative,169184, Some-college, ?, ?,0,0,40, United-States,0
44, Female, White, Divorced, Unmarried,47818, HS-grad, Self-emp-not-inc, Exec-managerial,0,0,60, United-States,0
