age,sex,race,marital_status,relationship_label,relationship,functional_weight,education,education_num,workclass,occupation,capital_gain,capital_loss,hours_per_week,native_country,country_name,target
40, Male, White, Married-civ-spouse,0, Husband,153372, Some-college,10, Private, Sales,0,0,50,39, United-States,1
64, Male, White, Married-civ-spouse,0, Husband,165479, HS-grad,9, Self-emp-not-inc, Sales,0,0,5,39, United-States,0
45, Male, White, Married-civ-spouse,0, Husband,255014, Some-college,10, Private, Craft-repair,0,0,55,39, United-States,1
37, Male, White, Married-civ-spouse,0, Husband,365430, Some-college,10, Local-gov, Craft-repair,5178,0,40,39, United-States,1
52, Male, White, Married-civ-spouse,1, Not-in-family,416129, Preschool,1, Private, Other-service,0,0,40,8, El-Salvador,0
24, Male, White, Never-married,1, Not-in-family,237928, Bachelors,13, Private, Prof-specialty,0,0,39,39, United-States,0
38, Male, White, Married-civ-spouse,0, Husband,185556, Some-college,10, Private, Craft-repair,0,0,40,22, Italy,0
22, Female, White, Never-married,1, Not-in-family,362589, Assoc-acdm,12, Private, Sales,0,0,15,39, United-States,0
29, Male, White, Married-civ-spouse,0, Husband,146949, Assoc-voc,11, Private, Prof-specialty,0,0,43,39, United-States,0
30, Male, White, Married-civ-spouse,0, Husband,185177, Bachelors,13, Private, Exec-managerial,0,0,43,39, United-States,0
43, Male, Asian-Pac-Islander, Divorced,1, Not-in-family,101709, Some-college,10, Federal-gov, Handlers-cleaners,0,0,40,39, United-States,0
18, Male, Black, Never-married,3, Own-child,184416, 10th,6, ?, ?,0,0,30,39, United-States,0
42, Male, White, Divorced,1, Not-in-family,74680, Masters,14, Federal-gov, Adm-clerical,0,2001,60,39, United-States,0
47, Male, White, Married-civ-spouse,0, Husband,148995, Bachelors,13, Private, Exec-managerial,0,2415,60,39, United-States,1
64, Male, White, Married-civ-spouse,0, Husband,173754, HS-grad,9, Federal-gov, Adm-clerical,0,0,40,39, United-States,0
50, Female, White, Married-civ-spouse,5, Wife,113290, HS-grad,9, Private, Sales,0,0,15,39, United-States,0
33, Male, White, Divorced,1, Not-in-family,245777, HS-grad,9, Private, Sales,0,0,40,39, United-States,0
57, Female, White, Divorced,4, Unmarried,562558, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
24, Male, White, Never-married,3, Own-child,177526, Assoc-voc,11, Private, Craft-repair,0,0,40,39, United-States,0
65, Male, White, Never-married,1, Not-in-family,224472, Prof-school,15, ?, ?,25124,0,80,39, United-States,1
37, Male, White, Never-married,2, Other-relative,117651, Bachelors,13, State-gov, Prof-specialty,0,0,40,39, United-States,0
52, Female, White, Widowed,1, Not-in-family,169182, 9th,5, Private, Other-service,0,0,25,33, Puerto-Rico,0
43, Female, Asian-Pac-Islander, Married-civ-spouse,5, Wife,89636, Bachelors,13, Self-emp-not-inc, Sales,0,0,60,35, South,0
36, Male, White, Married-civ-spouse,0, Husband,32776, Bachelors,13, Private, Exec-managerial,0,1977,40,39, United-States,1
17, Male, White, Never-married,3, Own-child,138293, 11th,7, Private, Handlers-cleaners,0,0,15,39, United-States,0
31, Female, White, Divorced,4, Unmarried,178370, HS-grad,9, Private, Other-service,0,0,99,39, United-States,1
47, Female, White, Married-civ-spouse,5, Wife,217750, HS-grad,9, Private, Other-service,0,0,35,39, United-States,0
21, Female, White, Never-married,3, Own-child,188923, Some-college,10, Private, Sales,0,0,55,39, United-States,0
25, Female, White, Never-married,3, Own-child,243560, HS-grad,9, Private, Sales,0,0,40,4, Columbia,0
53, Male, White, Married-civ-spouse,0, Husband,246562, 5th-6th,3, Self-emp-inc, Sales,0,0,40,26, Mexico,1
56, Male, White, Married-civ-spouse,0, Husband,193130, Prof-school,15, Private, Exec-managerial,0,0,16,39, United-States,0
23, Female, White, Never-married,1, Not-in-family,117606, Bachelors,13, Private, Prof-specialty,0,0,40,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,283122, Some-college,10, Private, Tech-support,0,0,45,39, United-States,0
48, Female, White, Married-civ-spouse,5, Wife,108557, Bachelors,13, Private, Tech-support,99999,0,40,39, United-States,1
37, Male, White, Married-civ-spouse,0, Husband,204145, Assoc-voc,11, Private, Craft-repair,0,0,45,39, United-States,1
44, Female, White, Never-married,1, Not-in-family,185057, Masters,14, Private, Prof-specialty,0,0,35,39, United-States,0
30, Male, White, Married-civ-spouse,0, Husband,193298, HS-grad,9, Private, Transport-moving,0,0,45,39, United-States,0
33, Male, White, Married-civ-spouse,0, Husband,267859, Some-college,10, Private, Exec-managerial,0,0,40,5, Cuba,1
46, Male, White, Married-civ-spouse,0, Husband,369538, 10th,6, Private, Transport-moving,0,0,40,39, United-States,1
21, Female, White, Never-married,3, Own-child,170038, Some-college,10, ?, ?,0,0,40,39, United-States,0
71, Male, White, Married-civ-spouse,0, Husband,143437, Masters,14, Self-emp-not-inc, Sales,10605,0,40,39, United-States,1
64, Male, Black, Married-civ-spouse,0, Husband,244903, 11th,7, Local-gov, Craft-repair,0,0,40,39, United-States,1
21, Male, White, Never-married,3, Own-child,399022, HS-grad,9, Private, Farming-fishing,0,0,24,39, United-States,0
40, Female, White, Divorced,4, Unmarried,150874, Masters,14, State-gov, Exec-managerial,1506,0,40,39, United-States,0
44, Female, White, Divorced,1, Not-in-family,177083, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
21, Male, White, Never-married,3, Own-child,325923, Some-college,10, Private, Tech-support,0,0,35,39, United-States,0
43, Male, White, Married-civ-spouse,0, Husband,150528, HS-grad,9, Self-emp-not-inc, Craft-repair,0,0,30,39, United-States,0
33, Male, White, Divorced,4, Unmarried,175412, 9th,5, Private, Craft-repair,114,0,55,39, United-States,0
48, Male, White, Married-civ-spouse,0, Husband,218835, Masters,14, Self-emp-not-inc, Sales,0,0,50,9, England,0
22, Male, White, Married-civ-spouse,0, Husband,190968, HS-grad,9, Private, Other-service,0,0,40,39, United-States,0
24, Female, White, Married-civ-spouse,5, Wife,154373, HS-grad,9, ?, ?,0,0,25,39, United-States,0
38, Female, Black, Married-civ-spouse,5, Wife,70282, Masters,14, ?, ?,15024,0,2,39, United-States,1
25, Male, White, Never-married,1, Not-in-family,38090, Bachelors,13, Private, Sales,0,0,44,39, United-States,0
27, Male, White, Never-married,3, Own-child,208703, HS-grad,9, Private, Protective-serv,0,0,40,24, Japan,0
23, Male, Other, Never-married,4, Unmarried,260019, 7th-8th,4, Private, Farming-fishing,0,0,36,26, Mexico,0
43, Male, White, Married-civ-spouse,0, Husband,163847, Bachelors,13, Private, Farming-fishing,0,0,50,39, United-States,1
38, Female, White, Married-civ-spouse,5, Wife,82880, Bachelors,13, Local-gov, Prof-specialty,0,0,15,39, United-States,0
18, Female, White, Never-married,1, Not-in-family,391257, Some-college,10, State-gov, Other-service,0,0,40,39, United-States,0
45, Female, White, Divorced,1, Not-in-family,178416, Assoc-voc,11, Private, Handlers-cleaners,0,0,40,39, United-States,0
69, Male, White, Married-civ-spouse,0, Husband,107548, 9th,5, Self-emp-not-inc, Adm-clerical,0,0,40,39, United-States,0
23, Male, Black, Never-married,3, Own-child,156807, 9th,5, Private, Handlers-cleaners,0,0,36,39, United-States,0
54, Male, White, Married-civ-spouse,0, Husband,138944, HS-grad,9, Private, Sales,0,0,44,39, United-States,0
56, Female, White, Never-married,3, Own-child,230039, 7th-8th,4, Private, Other-service,0,0,30,39, United-States,0
53, Female, White, Divorced,4, Unmarried,239284, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
40, Male, White, Married-civ-spouse,0, Husband,273425, Bachelors,13, Private, Exec-managerial,0,0,50,39, United-States,1
71, Male, White, Married-civ-spouse,0, Husband,187493, HS-grad,9, Private, Protective-serv,0,0,40,39, United-States,1
20, Female, White, Never-married,3, Own-child,68358, Some-college,10, Private, Adm-clerical,0,0,12,39, United-States,0
23, Male, White, Married-civ-spouse,0, Husband,154978, HS-grad,9, Private, Other-service,0,0,40,13, Guatemala,0
38, Female, White, Never-married,3, Own-child,405284, Bachelors,13, Private, Other-service,0,0,35,39, United-States,0
22, Male, Asian-Pac-Islander, Never-married,3, Own-child,73266, Some-college,10, Private, Transport-moving,0,0,40,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,204527, Doctorate,16, Private, Prof-specialty,0,0,50,39, United-States,1
37, Female, White, Never-married,1, Not-in-family,144322, Assoc-voc,11, Local-gov, Adm-clerical,0,0,43,39, United-States,0
23, Male, White, Never-married,1, Not-in-family,335067, Bachelors,13, Private, Sales,0,0,50,39, United-States,0
45, Male, White, Married-civ-spouse,0, Husband,198223, Bachelors,13, Private, Sales,0,1902,45,39, United-States,1
39, Female, Asian-Pac-Islander, Married-civ-spouse,5, Wife,157443, Masters,14, ?, ?,3464,0,40,0, ?,0
18, Male, White, Never-married,3, Own-child,25837, 11th,7, Private, Prof-specialty,0,0,15,39, United-States,0
49, Female, White, Divorced,4, Unmarried,159641, Bachelors,13, Local-gov, Exec-managerial,0,625,40,39, United-States,0
44, Male, White, Married-civ-spouse,0, Husband,76196, Bachelors,13, Private, Exec-managerial,0,0,50,39, United-States,0
18, Female, White, Never-married,3, Own-child,327612, 10th,6, Private, Other-service,0,0,20,39, United-States,0
39, Male, White, Divorced,4, Unmarried,189623, Bachelors,13, Private, Sales,0,0,60,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,225544, Masters,14, Private, Transport-moving,0,0,40,31, Poland,0
46, Male, White, Married-civ-spouse,0, Husband,366089, Prof-school,15, Self-emp-not-inc, Prof-specialty,15024,0,40,39, United-States,1
45, Male, White, Married-civ-spouse,0, Husband,102569, HS-grad,9, Federal-gov, Craft-repair,0,0,40,39, United-States,1
27, Male, White, Married-civ-spouse,0, Husband,216013, HS-grad,9, Local-gov, Handlers-cleaners,0,0,40,39, United-States,0
29, Male, White, Married-civ-spouse,0, Husband,53271, Bachelors,13, Private, Exec-managerial,0,0,40,39, United-States,1
34, Male, White, Married-civ-spouse,0, Husband,43959, HS-grad,9, Local-gov, Other-service,0,0,50,39, United-States,0
53, Female, Asian-Pac-Islander, Married-civ-spouse,5, Wife,166386, Bachelors,13, Private, Machine-op-inspct,0,0,40,3, China,0
49, Male, White, Married-civ-spouse,0, Husband,40000, Bachelors,13, Private, Sales,4064,0,44,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,122353, Bachelors,13, State-gov, Prof-specialty,0,0,45,39, United-States,1
27, Male, White, Never-married,1, Not-in-family,704108, Masters,14, Private, Prof-specialty,0,0,40,39, United-States,0
51, Male, White, Married-civ-spouse,0, Husband,246519, 10th,6, Private, Handlers-cleaners,2105,0,45,39, United-States,0
32, Female, White, Never-married,4, Unmarried,143699, Some-college,10, ?, ?,0,0,40,39, United-States,0
74, Female, White, Widowed,1, Not-in-family,104661, Some-college,10, ?, ?,0,0,12,39, United-States,0
61, Male, White, Married-civ-spouse,0, Husband,215591, HS-grad,9, Self-emp-not-inc, Exec-managerial,0,1887,40,39, United-States,1
40, Male, White, Married-civ-spouse,0, Husband,307767, HS-grad,9, Private, Sales,0,0,60,39, United-States,0
25, Male, White, Never-married,1, Not-in-family,234263, Bachelors,13, Private, Sales,0,0,40,39, United-States,0
58, Female, White, Divorced,2, Other-relative,316235, HS-grad,9, Private, Sales,0,0,32,39, United-States,0
56, Male, White, Married-civ-spouse,0, Husband,370045, Bachelors,13, Local-gov, Prof-specialty,0,0,40,39, United-States,1
55, Female, White, Divorced,1, Not-in-family,186791, HS-grad,9, Federal-gov, Adm-clerical,0,0,40,39, United-States,0
25, Female, White, Never-married,1, Not-in-family,141706, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
19, Male, White, Never-married,3, Own-child,223669, Some-college,10, Private, Other-service,0,0,30,39, United-States,0
29, Male, White, Married-AF-spouse,0, Husband,224421, Assoc-voc,11, Private, Farming-fishing,0,0,44,39, United-States,1
49, Male, Black, Widowed,1, Not-in-family,52590, HS-grad,9, Local-gov, Protective-serv,0,0,40,39, United-States,0
36, Male, White, Married-civ-spouse,0, Husband,167482, Bachelors,13, Private, Adm-clerical,0,0,40,39, United-States,1
37, Male, White, Married-civ-spouse,0, Husband,126569, Masters,14, Private, Exec-managerial,0,1977,40,39, United-States,1
39, Female, White, Divorced,3, Own-child,99270, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
49, Male, White, Married-spouse-absent,4, Unmarried,141944, Assoc-voc,11, Private, Handlers-cleaners,0,1380,42,39, United-States,0
25, Male, Black, Never-married,1, Not-in-family,152503, Some-college,10, State-gov, Tech-support,0,0,40,39, United-States,0
65, Female, White, Widowed,1, Not-in-family,190568, HS-grad,9, Private, Adm-clerical,0,810,36,39, United-States,0
28, Male, White, Married-civ-spouse,0, Husband,114967, Bachelors,13, Private, Prof-specialty,0,0,40,39, United-States,1
54, Male, White, Married-civ-spouse,0, Husband,167770, HS-grad,9, Private, Exec-managerial,0,1902,55,39, United-States,1
65, Male, White, Married-civ-spouse,0, Husband,231604, HS-grad,9, ?, ?,0,0,45,11, Germany,0
50, Male, White, Married-civ-spouse,0, Husband,168539, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,1
51, Female, Asian-Pac-Islander, Widowed,4, Unmarried,334679, Assoc-voc,11, Private, Prof-specialty,0,0,40,39, United-States,0
20, Male, White, Never-married,1, Not-in-family,39927, HS-grad,9, Private, Other-service,0,0,8,39, United-States,0
22, Female, White, Never-married,3, Own-child,201268, Bachelors,13, Private, Sales,0,0,15,39, United-States,0
17, Female, White, Never-married,3, Own-child,198146, 11th,7, Private, Sales,0,0,15,39, United-States,0
53, Male, White, Married-civ-spouse,0, Husband,151411, Bachelors,13, Private, Prof-specialty,0,0,45,39, United-States,1
52, Female, White, Married-civ-spouse,5, Wife,123780, HS-grad,9, Private, Adm-clerical,0,0,38,39, United-States,0
36, Male, White, Married-civ-spouse,0, Husband,135786, 9th,5, Local-gov, Craft-repair,0,0,25,39, United-States,0
35, Male, Amer-Indian-Eskimo, Married-civ-spouse,0, Husband,22641, HS-grad,9, Self-emp-not-inc, Transport-moving,0,0,40,39, United-States,0
21, Male, White, Never-married,3, Own-child,234108, Some-college,10, Private, Handlers-cleaners,0,0,40,39, United-States,0
23, Female, Black, Never-married,3, Own-child,334357, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
51, Female, White, Divorced,1, Not-in-family,215854, Bachelors,13, Private, Prof-specialty,0,0,50,39, United-States,0
61, Male, White, Married-civ-spouse,0, Husband,423297, Doctorate,16, Private, Prof-specialty,0,0,40,39, United-States,1
26, Male, White, Never-married,1, Not-in-family,279833, Bachelors,13, Private, Exec-managerial,0,2258,45,39, United-States,1
19, Female, White, Never-married,3, Own-child,220517, Some-college,10, ?, ?,0,0,15,39, United-States,0
40, Male, White, Married-civ-spouse,0, Husband,174283, Doctorate,16, State-gov, Prof-specialty,0,1887,50,39, United-States,1
45, Male, White, Divorced,1, Not-in-family,111994, Some-college,10, Private, Sales,4650,0,40,39, United-States,0
43, Female, Black, Married-civ-spouse,5, Wife,253759, Some-college,10, Private, Tech-support,0,0,40,39, United-States,0
43, Female, White, Divorced,4, Unmarried,241506, Bachelors,13, State-gov, Prof-specialty,1506,0,36,39, United-States,0
45, Female, White, Divorced,4, Unmarried,96975, Some-college,10, Private, Handlers-cleaners,0,0,40,39, United-States,0
53, Male, Amer-Indian-Eskimo, Never-married,1, Not-in-family,121618, 7th-8th,4, Private, Transport-moving,0,0,40,39, United-States,0
41, Male, White, Divorced,4, Unmarried,129865, HS-grad,9, State-gov, Craft-repair,0,0,40,39, United-States,0
63, Male, White, Married-civ-spouse,0, Husband,133144, HS-grad,9, Private, Other-service,2580,0,20,39, United-States,0
24, Female, White, Married-civ-spouse,5, Wife,270075, Bachelors,13, Private, Adm-clerical,0,0,50,39, United-States,0
39, Female, White, Divorced,4, Unmarried,168894, Bachelors,13, Private, Adm-clerical,0,0,20,39, United-States,0
54, Male, White, Divorced,1, Not-in-family,172962, Bachelors,13, Private, Prof-specialty,0,1340,40,39, United-States,0
70, Male, White, Married-civ-spouse,0, Husband,155141, Bachelors,13, Self-emp-not-inc, Craft-repair,0,2377,12,39, United-States,1
35, Male, White, Never-married,1, Not-in-family,129305, HS-grad,9, Private, Other-service,0,0,30,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,54576, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
19, Female, White, Never-married,2, Other-relative,91928, Some-college,10, Private, Other-service,0,0,35,39, United-States,0
66, Male, White, Married-civ-spouse,2, Other-relative,28367, Bachelors,13, Private, Priv-house-serv,0,0,99,39, United-States,0
34, Male, White, Separated,4, Unmarried,320194, Prof-school,15, Self-emp-not-inc, Prof-specialty,0,0,48,39, United-States,1
40, Female, White, Married-civ-spouse,5, Wife,103474, HS-grad,9, Private, Sales,0,0,30,39, United-States,0
61, Male, White, Married-civ-spouse,0, Husband,159822, 7th-8th,4, Private, Craft-repair,7688,0,40,31, Poland,1
70, Female, White, Widowed,4, Unmarried,167358, 9th,5, ?, ?,1111,0,15,39, United-States,0
